昵称,性别,时间,点赅,评论,IP属地,"二级评论条数,条数相同说明在同一个人下面",等级,uid,rpid
Happy180330,保密,2024-12-08 13:33:11 北京时间,0,回复 @神叼侠侣 :没有消费，产3万框煤矿放在仓库好看吗？,湖南,250,6,308928649,249179648864
bili_85870205499,保密,2024-12-08 13:41:50 北京时间,0,回复 @野比-_-大雄 :自己用呗,江苏,250,5,552340203,249180387312
传奇炜哥,保密,2024-12-08 13:43:08 北京时间,1,谬论！！！造机器不用人工岗位？造电池能源不用人工岗位？维修检测不用人工岗位？机器调试、设计测试不用人工岗位？岗位只是转移了,广东,250,6,26682939,249180589920
不完全自由主义,男,2024-12-08 13:50:48 北京时间,0,回复 @野比-_-大雄 :总之，对方早就不陪你了玩了，但刚需就是刚需，无可替代，要别能换别的国家还用你说？早就换了,广西,250,5,666955585,248761642497
东方命理,男,2024-12-08 14:02:32 北京时间,1,你指望大专及以下学历的人明白什么叫生产力决定生产关系，怕是比登天还难，他们当年但凡好好学习，或者真的认真去掌握一技之长，就不至于混成现在这种满腹牢骚德样子了。,广东,250,5,483247529,249182209776
不会ADC的Archer浩君,保密,2024-12-08 14:27:20 北京时间,0,你这个极简假设模型的逻辑有问题呀，因为矿的蕴含不是无限的，社会对矿产品的需求也不是无限的，矿不是生产和消费的唯一要素，人类也不是就挖矿这么一个行业。现实的情况是采矿迈进到机械采矿之后就会点亮新科技，新科技再带来新需求，新需求拉动新产业，新产业带来新岗位。或者从现实来说，按照你的理论，工业革命时期纺织、冶炼自动化程度的高速发展，工作岗位应该会出现同比例的大量减少，引发大规模的失业。然而现实情况是工业革命前后人均生活水平是显著提高的，世界人口总数也出现了指数级增长，直到生产资料私有化和生产的社会化间的矛盾在一战二战期间激化才出现了失业问题。,上海,250,6,4758161,248764836129
康康啊哈,保密,2024-12-08 14:40:05 北京时间,1,回复 @marstin : 煤炭不单单是基建需要，超市商场的电也需要，人民对于美好生活的向往只会越来越高,广东,250,5,318863320,249185687792
bili_86773118523,保密,2024-12-08 15:02:13 北京时间,0,回复 @野比-_-大雄 : 消费只是财产分配的一种方式，最本质上还是要看生产力的，就社会总体长期来看，生产力决定需求，而且人口减少与需求上升并不冲突,安徽,250,3,562750854,248767903777
语宏,保密,2024-12-08 15:07:29 北京时间,0,回复 @野比-_-大雄 :现在我国60岁以上的老人接近三亿，他们中间一多半没有退休金的每个月花销不会超过一千人民币，将来机器人进入家庭和各种场所，也会以亿级别的数量，估计将来一个机器人保养维修保险等每个月也会超过一千人民币对花销，就像现在一台车都会比一个最底层老人的花销大，所以我觉得人少了消费会总体变少是个伪命题。只要社会物质总量在增加，都会被消费掉的，所以其实不用太担心人口问题，中国这个体量，到时七八亿人口年龄段平衡，再加几亿机器人，消费说不定还会比现在总量增加，未来的危险还是在于战争，如果不打核战，人类终究会越来越好的,广东,250,5,640895170,248768412913
登基99,保密,2024-12-08 15:23:08 北京时间,0,人们发现只需要一部分人口就可以养活所有人，于是人口减少了，剩下的这部分人口发现养活他们只需要他们的一部分，于是人口再次减少了，而后剩下的人口发现还能减少，于是人口更少了，最后人口就这样一直减少[喜极而泣],山西,250,5,26560811,249189646848
奥莉玛丽博特,保密,2024-12-08 15:24:30 北京时间,0,回复 @野比-_-大雄 : 说的好像有人就能卖出非常多一样，现在人多消费力有百分之五十嘛，汽车都出海了，产品出海的大把,广东,250,3,149409876,248769807041
没有的事丶z,保密,2024-12-08 15:41:05 北京时间,0,搞笑，你以为人口是劳动力，实际上是消费力，没那么多人生产出这么多煤给谁用,湖北,250,5,70559023,249191172576
进击的马库洛斯,男,2024-12-08 15:50:29 北京时间,0,那你也说了，前面是矿工，后面是技术员，不是矿工都可以成为技术员，人口再少也有达不到成为技术员的人。如果底层都能发生这么大的进步，技术员起步了，那说明人类又进化了,安徽,250,6,25170293,248772018257
慢性子的大壮,保密,2024-12-08 15:57:06 北京时间,0,回复 @批评就封号 :你要多少美元啊，美国直接印给你，印钱买你的商品，还不准你用它印的钱买它的商品[吃瓜],广东,250,4,497624787,248772568897
帅狗的事你少管,男,2024-12-08 15:57:30 北京时间,0,问题是在现有的人口结构下过渡到下一个合理的人口结构，不能指出两个人口数量都有合理性，就认为不存在问题，人口是过渡性问题，自然的达到第二个人口稳态需要经历东北式的衰落危机，如果有能力做的比日本的人口政策更好，全国的东北化会轻的多，在过渡时期的局面会更加健康。,浙江,250,6,5495276,248772577553
吃虫子的鸟,保密,2024-12-08 16:01:37 北京时间,0,消费市场啊，人少了消费市场就少了，人口优势不仅是人口红利，还有带来的市场优势,山东,250,6,36683327,249192765408
慢性子的大壮,保密,2024-12-08 16:04:10 北京时间,0,回复 @罪罪无情 :没钱拿头买？你再多手段能给我变出钱吗？变不出钱我怎么买？背着贷款，吃饭都不舍得吃两个菜，还能怎么买？,广东,250,4,497624787,248773106177
小安爱吃土豆丝,男,2024-12-08 16:10:18 北京时间,0,产出了那么多煤，没人消费你产出来干什么,北京,250,5,107822805,249193538144
吃虫子的鸟,保密,2024-12-08 16:13:49 北京时间,1,回复 @晓兴master :产业技术升级需要消费市场，如果工业生产没有广阔消费市场，就没办法形成规模优势。我们电车能发展这么好，就是因为有本国市场需求和本土化扶持，在研发成本差不多的情况下，生产制造的车越多，每个车的成本越低，售价越低性价比越高，才能出口得到海外市场认可，形成产业技术升级。为什么人口小国发育不起来，就是因为他们产业技术升级和生产没办法形成规模优势，决定了发展上限,山东,250,6,36683327,249193779904
扛的是顶风的旗,保密,2024-12-08 16:16:07 北京时间,1,四个字，分配不均！凡是扯别的，都标狼打。,广东,250,4,431812109,249193834192
不睡觉的鬼,保密,2024-12-08 16:22:00 北京时间,0,岗位都不足。说明人多。太监到很急。,江苏,250,5,433458788,248774373697
marstin,男,2024-12-08 16:23:44 北京时间,0,回复 @糯米团子与宫保鸡丁 :我也是类比啊，为什么国家要大力发展第三产业，就是因为第一二已经快到头了，到头的不只是供给侧，还有需求侧。没有需求就没有利润，没必要再投入资源升级了。而且煤炭还有环保的问题，本身就是落后技术的一部分,美国,250,6,5408127,249194399312
比莎是我,保密,2024-12-08 16:26:24 北京时间,0,产能增加了，但是需求也增加了哦。,广东,250,5,523674773,248774544625
德德是只哈士奇,保密,2024-12-08 16:50:20 北京时间,0,回复 @伊龙狸 :所以国家要不断提升国力，发展经济，发展科技，一边搞一带一路，一边造航母。说难听点，虽然咱们嘴上不承认，但其实就是把当年美国称霸全球的剧本再演一遍。至于能不能成，拭目以待吧,广东,250,5,1067092752,248776197633
呃呃呃嗯啊饿饿,保密,2024-12-08 16:51:22 北京时间,0,重要的不是人岗位的问题，重要的是有人消费。机器代替人工，人的工资跟劳动强度都不会改变。,吉林,250,5,3493108555713485,248776272801
bili_408430437,保密,2024-12-08 16:56:29 北京时间,0,回复 @呃呃呃嗯啊饿饿 :如果人的消费能力增长十倍，那么少生九个人很合理。[吃瓜],陕西,250,5,408430437,249196608400
手可撑寰宇,男,2024-12-08 17:00:06 北京时间,0,回复 @伊龙狸 :[doge]反正不给你,广东,250,6,212665082,248776808625
hlj1006,保密,2024-12-08 17:06:38 北京时间,0,回复 @手抽慕洋dog :……有钱人真的不在乎，能生肯定多生。我认识的稍微有资产的家族企业都是希望人丁兴旺，培养一个孩子的钱在他们眼里完全不是问题。  哪怕是学渣国外留学混个水硕也就一年六七十万，回来家里给个岗位就行了,江西,250,6,249319078,248777116417
晓兴master,男,2024-12-08 17:06:38 北京时间,0,回复 @德德是只哈士奇 :还是有点不一样的，至少我们不会像老美一样吃干抹净，老美的霸权是只能我吃饱你们都得饿肚子，咱们的至少还会给别人留口饭菜，留条活路给别人一个机会。还是有根本性的区别的，毕竟要供养这么大个人口，不多吃点确实不太够，但是绝对不能竭泽而渔,广东,250,6,11546321,249197110064
晓兴master,男,2024-12-08 17:09:41 北京时间,0,回复 @吃虫子的鸟 :人口不是根本原因，也不是重要原因，如果人口能带来技术提升那请问同样人口多的印度为什么工业还是靠手搓呢？人口只是带动科技发展的一个因素，但他既不关键也不重要，科技的发展永远都是依靠少数精英和知识分子推动的，重点是如何培养精英和知识分子。,广东,250,6,11546321,249197366672
晓兴master,男,2024-12-08 17:11:53 北京时间,0,回复 @下一次救赎 :你猜猜一带一路是干嘛的？说白了，国内市场早就已经不是香饽饽了，带动第三世界国家的经济让第三世界具有消费能力才是积极的外循环，内循环只要能稳住其实就 OK了，不用指望能有多好,广东,250,6,11546321,249197464912
晓兴master,男,2024-12-08 17:20:58 北京时间,0,回复 @传奇炜哥 :对的，任何新的技术和产业都会带来新的岗位，只是旧的岗位被代替和淘汰了，有些人无法接受被代替，也不愿意学习新技术，那就最终注定被淘汰。,广东,250,6,11546321,249197828528
晓兴master,男,2024-12-08 17:23:33 北京时间,0,回复 @东方命理 :真的，我发现越爱抱怨的人往往本身现实生活就很失败，不愿意面对自己的失败反而喜欢抱怨社会抱怨国家抱怨政策，但就是不会抱怨自己为啥这么无能[吃瓜],广东,250,6,11546321,249197956368
顺-畅,保密,2024-12-08 17:25:10 北京时间,0,回复 @糯米团子与宫保鸡丁 :消费端没有那么重要，那要那么多煤来干鸡毛？,海南,250,6,272761897,248777903265
晓兴master,男,2024-12-08 17:40:41 北京时间,0,回复 @楚沐然 :那么你知道我们便宜的劳动力带来的代价是什么吗？就是你的科技永远要受制于人，你只能做低端产业，只能跟在发达国家后面吃残羹剩菜，别人赚九成你只能赚一成，这一成还是跪着求来了。属于是跪着还要不到饭了，你这种思想就是典型的只要小国尊严，不要大国崛起[大笑],广东,250,6,11546321,249198810544
异常冷静的圈,保密,2024-12-08 17:41:27 北京时间,0,大部分人不是矿工 而是那块煤,吉林,250,6,386463882,248778475169
晓兴master,男,2024-12-08 17:42:09 北京时间,0,回复 @扛的是顶风的旗 :一针见血，这才是根本问题！,广东,250,6,11546321,249198790336
不会剪辑的屑南城,保密,2024-12-08 17:42:56 北京时间,0,回复 @糯米团子与宫保鸡丁 :如果能把产品都买到海外去，那本国人口相对来说确实不重要，但是问题是中国作为大国，国内消费才是拉动需求的大头，没有需求产品生产出来就卖不掉，企业主的借债、股票等就会暴雷，然后就是经济危机,陕西,250,5,1454697432,249198637760
共21条回复,女,2024-12-08 18:13:00 北京时间,0,流通的是经济，你生产那么多煤炭，你流通的起来吗,山东,250,6,23572560,248779722897
内塔尼亚-瞿,保密,2024-12-08 18:16:19 北京时间,1,回复 @marstin :哈哈  国外需要,广东,250,2,3546741974501930,249200094096
东方命理,男,2024-12-08 18:25:11 北京时间,0,回复 @晓兴master :我现在去项目现场，接线工一天有600块钱，而且施工现场的接线工每天工作是排满的，这比我们搞设计的赚钱多了，没学历不要紧，肯努力工作，接线工都有一个月都有小2万到手，天天抱怨分配问题，那我觉得接线工挺辛苦的，比我设计赚钱多很公平。,广东,250,5,483247529,249200271504
不懂才搞怪,保密,2024-12-08 18:35:33 北京时间,0,回复 @小安爱吃土豆丝 : 有没有考虑过一种情况，产能生产出来去国外交换资源，换来的资源在国内生产出来的剩余部分，只要直接进行分配就好了。现在为什么不能分配，就是因为人口太多了，14亿人口，挖光了全世界的资源都不够国内进行分配的，如果人口缩小到4亿左右，剩余资源就足够国人进行分配了,福建,250,6,3356399,248780444481
ZDXBCML,保密,2024-12-08 18:37:33 北京时间,0,回复 @野比-_-大雄 :全世界有80亿人，除去我们，还有60多亿人口呢，还不够你卖产品吗,陕西,250,4,3494357260831658,248780468209
